City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Kortkeros,RU,61.8106,51.5806,41.18,78,97,7.99,overcast clouds
701,Glyadyanskoye,RU,54.9075,65.0883,57.72,63,29,16.75,scattered clouds
702,Goulburn,AU,-34.75,149.7167,53.08,64,1,15.43,clear sky
703,Sapanta,RO,47.9667,23.7,52.56,75,93,2.46,overcast clouds
704,Marsabit,KE,2.3284,37.9899,63.73,75,8,16.93,clear sky
705,Araouane,ML,18.9048,-3.5265,81.75,11,1,11.52,clear sky
706,Rundu,NA,-17.9333,19.7667,53.96,58,29,7.25,scattered clouds
707,Pionerskiy,RU,54.9508,20.2275,44.44,66,2,9.15,clear sky
708,Sereflikochisar,TR,38.9393,33.5386,60.15,64,85,3.96,overcast clouds
709,Guanica,PR,17.9716,-66.908,79.21,83,96,10.04,overcast clouds
710,Mount Gambier,AU,-37.8333,140.7667,55.81,68,83,12.53,broken clouds
711,Gizo,SB,-8.103,156.8419,83.79,70,15,6.71,few clouds
712,Nemuro,JP,43.3236,145.575,48.15,86,85,15.17,overcast clouds
713,Belousovka,KZ,50.1339,82.5239,76.05,33,23,4.47,few clouds
714,Camana,PE,-16.6228,-72.7111,65.03,77,28,9.06,scattered clouds
715,Liku,ID,-0.7275,119.8922,82.47,86,97,3.98,overcast clouds
716,Kannur,IN,11.8675,75.3576,77.25,89,100,11.05,moderate rain
717,Sambava,MG,-14.2667,50.1667,76.73,73,11,11.27,few clouds
718,Iwanai,JP,42.9744,140.5089,64.17,47,1,4.92,clear sky
719,Taloqan,AF,36.7361,69.5345,81.07,35,0,4.65,clear sky
720,Yurginskoye,RU,56.8189,67.3921,49.15,93,100,13.65,moderate rain
721,Portachuelo,BO,-17.35,-63.4,65.3,45,100,13.13,overcast clouds
722,Zeya,RU,53.75,127.2667,55.02,24,87,7.9,overcast clouds
723,Uige,AO,-7.6087,15.0613,65.03,67,92,3.09,overcast clouds
724,Nizhniy Ingash,RU,56.2,96.53,74.59,34,73,9.33,broken clouds
725,Tual,ID,-5.6667,132.75,83.73,69,48,14.99,scattered clouds
726,Izumo,JP,35.3667,132.7667,76.89,44,20,10.36,few clouds
727,Cidreira,BR,-30.1811,-50.2056,53.53,75,44,24.36,scattered clouds
728,College,US,64.8569,-147.8028,48.52,70,75,4.61,broken clouds
729,Ashtian,IR,34.5217,50.0019,56.07,20,2,9.46,clear sky
730,Burriana,ES,39.889,-0.085,65.7,73,1,2.57,clear sky
731,Durban,ZA,-29.8579,31.0292,62.02,92,0,5.01,clear sky
